x,y,latitude,longitude
456750,194600 , '34.37798S', '18.52913E'
456950,194600 , '34.37799S', '18.53131E'
457150,194600 , '34.37800S', '18.53348E'
457350,194600 , '34.37800S', '18.53566E'
457550,194600 , '34.37801S', '18.53783E'
457750,194600 , '34.37802S', '18.54000E'
457950,194600 , '34.37803S', '18.54218E'
458150,194600 , '34.37804S', '18.54435E'
458350,194600 , '34.37804S', '18.54653E'
458550,194600 , '34.37805S', '18.54870E'
458750,194600 , '34.37806S', '18.55088E'
458950,194600 , '34.37807S', '18.55305E'
459150,194600 , '34.37808S', '18.55523E'
459350,194600 , '34.37808S', '18.55740E'
459550,194600 , '34.37809S', '18.55957E'
459750,194600 , '34.37810S', '18.56175E'
459950,194600 , '34.37811S', '18.56392E'
460150,194600 , '34.37812S', '18.56610E'
460350,194600 , '34.37812S', '18.56827E'
460550,194600 , '34.37813S', '18.57045E'
460750,194600 , '34.37814S', '18.57262E'
460950,194600 , '34.37815S', '18.57480E'
461150,194600 , '34.37815S', '18.57697E'
461350,194600 , '34.37816S', '18.57914E'
461550,194600 , '34.37817S', '18.58132E'
461750,194600 , '34.37818S', '18.58349E'
461950,194600 , '34.37818S', '18.58567E'
462150,194600 , '34.37819S', '18.58784E'
462350,194600 , '34.37820S', '18.59002E'
462550,194600 , '34.37821S', '18.59219E'
462750,194600 , '34.37821S', '18.59437E'
462950,194600 , '34.37822S', '18.59654E'
463150,194600 , '34.37823S', '18.59871E'
463350,194600 , '34.37823S', '18.60089E'
463550,194600 , '34.37824S', '18.60306E'
463750,194600 , '34.37825S', '18.60524E'
463950,194600 , '34.37825S', '18.60741E'
464150,194600 , '34.37826S', '18.60959E'
464350,194600 , '34.37827S', '18.61176E'
464550,194600 , '34.37828S', '18.61394E'
464750,194600 , '34.37828S', '18.61611E'
464950,194600 , '34.37829S', '18.61828E'
465150,194600 , '34.37830S', '18.62046E'
465350,194600 , '34.37830S', '18.62263E'
465550,194600 , '34.37831S', '18.62481E'
465750,194600 , '34.37832S', '18.62698E'
465950,194600 , '34.37832S', '18.62916E'
466150,194600 , '34.37833S', '18.63133E'
466350,194600 , '34.37834S', '18.63351E'
466550,194600 , '34.37834S', '18.63568E'
466750,194600 , '34.37835S', '18.63786E'
466950,194600 , '34.37836S', '18.64003E'
467150,194600 , '34.37836S', '18.64220E'
467350,194600 , '34.37837S', '18.64438E'
467550,194600 , '34.37837S', '18.64655E'
467750,194600 , '34.37838S', '18.64873E'
467950,194600 , '34.37839S', '18.65090E'
468150,194600 , '34.37839S', '18.65308E'
468350,194600 , '34.37840S', '18.65525E'
468550,194600 , '34.37841S', '18.65743E'
468750,194600 , '34.37841S', '18.65960E'
468950,194600 , '34.37842S', '18.66177E'
469150,194600 , '34.37842S', '18.66395E'
469350,194600 , '34.37843S', '18.66612E'
469550,194600 , '34.37844S', '18.66830E'
469750,194600 , '34.37844S', '18.67047E'
469950,194600 , '34.37845S', '18.67265E'
470150,194600 , '34.37845S', '18.67482E'
470350,194600 , '34.37846S', '18.67700E'
470550,194600 , '34.37846S', '18.67917E'
470750,194600 , '34.37847S', '18.68135E'
470950,194600 , '34.37848S', '18.68352E'
471150,194600 , '34.37848S', '18.68569E'
471350,194600 , '34.37849S', '18.68787E'
471550,194600 , '34.37849S', '18.69004E'
471750,194600 , '34.37850S', '18.69222E'
471950,194600 , '34.37850S', '18.69439E'
472150,194600 , '34.37851S', '18.69657E'
472350,194600 , '34.37851S', '18.69874E'
472550,194600 , '34.37852S', '18.70092E'
472750,194600 , '34.37852S', '18.70309E'
472950,194600 , '34.37853S', '18.70526E'
473150,194600 , '34.37853S', '18.70744E'
473350,194600 , '34.37854S', '18.70961E'
473550,194600 , '34.37855S', '18.71179E'
473750,194600 , '34.37855S', '18.71396E'
473950,194600 , '34.37856S', '18.71614E'
474150,194600 , '34.37856S', '18.71831E'
474350,194600 , '34.37857S', '18.72049E'
474550,194600 , '34.37857S', '18.72266E'
474750,194600 , '34.37858S', '18.72484E'
474950,194600 , '34.37858S', '18.72701E'
475150,194600 , '34.37858S', '18.72918E'
475350,194600 , '34.37859S', '18.73136E'
475550,194600 , '34.37859S', '18.73353E'
475750,194600 , '34.37860S', '18.73571E'
475950,194600 , '34.37860S', '18.73788E'
476150,194600 , '34.37861S', '18.74006E'
476350,194600 , '34.37861S', '18.74223E'
476550,194600 , '34.37862S', '18.74441E'
476750,194600 , '34.37862S', '18.74658E'
476950,194600 , '34.37863S', '18.74876E'
477150,194600 , '34.37863S', '18.75093E'
477350,194600 , '34.37864S', '18.75310E'
477550,194600 , '34.37864S', '18.75528E'
477750,194600 , '34.37864S', '18.75745E'
477950,194600 , '34.37865S', '18.75963E'
478150,194600 , '34.37865S', '18.76180E'
478350,194600 , '34.37866S', '18.76398E'
478550,194600 , '34.37866S', '18.76615E'
478750,194600 , '34.37867S', '18.76833E'
478950,194600 , '34.37867S', '18.77050E'
479150,194600 , '34.37867S', '18.77268E'
479350,194600 , '34.37868S', '18.77485E'
479550,194600 , '34.37868S', '18.77702E'
479750,194600 , '34.37869S', '18.77920E'
479950,194600 , '34.37869S', '18.78137E'
480150,194600 , '34.37869S', '18.78355E'
480350,194600 , '34.37870S', '18.78572E'
480550,194600 , '34.37870S', '18.78790E'
480750,194600 , '34.37870S', '18.79007E'
480950,194600 , '34.37871S', '18.79225E'
481150,194600 , '34.37871S', '18.79442E'
481350,194600 , '34.37872S', '18.79659E'
481550,194600 , '34.37872S', '18.79877E'
481750,194600 , '34.37872S', '18.80094E'
481950,194600 , '34.37873S', '18.80312E'
482150,194600 , '34.37873S', '18.80529E'
482350,194600 , '34.37873S', '18.80747E'
482550,194600 , '34.37874S', '18.80964E'
482750,194600 , '34.37874S', '18.81182E'
482950,194600 , '34.37874S', '18.81399E'
483150,194600 , '34.37875S', '18.81617E'
483350,194600 , '34.37875S', '18.81834E'
483550,194600 , '34.37875S', '18.82051E'
483750,194600 , '34.37876S', '18.82269E'
483950,194600 , '34.37876S', '18.82486E'
484150,194600 , '34.37876S', '18.82704E'
484350,194600 , '34.37877S', '18.82921E'
484550,194600 , '34.37877S', '18.83139E'
484750,194600 , '34.37877S', '18.83356E'
484950,194600 , '34.37877S', '18.83574E'
485150,194600 , '34.37878S', '18.83791E'
485350,194600 , '34.37878S', '18.84009E'
485550,194600 , '34.37878S', '18.84226E'
485750,194600 , '34.37879S', '18.84443E'
485950,194600 , '34.37879S', '18.84661E'
486150,194600 , '34.37879S', '18.84878E'
486350,194600 , '34.37879S', '18.85096E'
486550,194600 , '34.37880S', '18.85313E'
486750,194600 , '34.37880S', '18.85531E'
486950,194600 , '34.37880S', '18.85748E'
487150,194600 , '34.37880S', '18.85966E'
487350,194600 , '34.37881S', '18.86183E'
487550,194600 , '34.37881S', '18.86401E'
487750,194600 , '34.37881S', '18.86618E'
487950,194600 , '34.37881S', '18.86835E'
488150,194600 , '34.37882S', '18.87053E'
488350,194600 , '34.37882S', '18.87270E'
488550,194600 , '34.37882S', '18.87488E'
488750,194600 , '34.37882S', '18.87705E'
488950,194600 , '34.37883S', '18.87923E'
489150,194600 , '34.37883S', '18.88140E'
489350,194600 , '34.37883S', '18.88358E'
489550,194600 , '34.37883S', '18.88575E'
489750,194600 , '34.37883S', '18.88793E'
489950,194600 , '34.37884S', '18.89010E'
446150,194800 , '34.37568S', '18.41390E'
446350,194800 , '34.37569S', '18.41607E'
446550,194800 , '34.37570S', '18.41825E'
446750,194800 , '34.37571S', '18.42042E'
446950,194800 , '34.37572S', '18.42260E'
447150,194800 , '34.37573S', '18.42477E'
447350,194800 , '34.37574S', '18.42695E'
447550,194800 , '34.37575S', '18.42912E'
447750,194800 , '34.37576S', '18.43129E'
447950,194800 , '34.37577S', '18.43347E'
448150,194800 , '34.37578S', '18.43564E'
448350,194800 , '34.37579S', '18.43782E'
448550,194800 , '34.37580S', '18.43999E'
448750,194800 , '34.37581S', '18.44217E'
448950,194800 , '34.37582S', '18.44434E'
449150,194800 , '34.37583S', '18.44651E'
449350,194800 , '34.37584S', '18.44869E'
449550,194800 , '34.37585S', '18.45086E'
449750,194800 , '34.37586S', '18.45304E'
449950,194800 , '34.37587S', '18.45521E'
450150,194800 , '34.37588S', '18.45739E'
450350,194800 , '34.37589S', '18.45956E'
450550,194800 , '34.37590S', '18.46174E'
450750,194800 , '34.37591S', '18.46391E'
450950,194800 , '34.37592S', '18.46608E'
451150,194800 , '34.37593S', '18.46826E'
451350,194800 , '34.37594S', '18.47043E'
451550,194800 , '34.37595S', '18.47261E'
451750,194800 , '34.37595S', '18.47478E'
451950,194800 , '34.37596S', '18.47696E'
452150,194800 , '34.37597S', '18.47913E'
452350,194800 , '34.37598S', '18.48131E'
452550,194800 , '34.37599S', '18.48348E'
452750,194800 , '34.37600S', '18.48565E'
452950,194800 , '34.37601S', '18.48783E'
453150,194800 , '34.37602S', '18.49000E'
453350,194800 , '34.37603S', '18.49218E'
453550,194800 , '34.37604S', '18.49435E'
453750,194800 , '34.37605S', '18.49653E'
453950,194800 , '34.37605S', '18.49870E'
454150,194800 , '34.37606S', '18.50087E'
454350,194800 , '34.37607S', '18.50305E'
454550,194800 , '34.37608S', '18.50522E'
454750,194800 , '34.37609S', '18.50740E'
454950,194800 , '34.37610S', '18.50957E'
455150,194800 , '34.37611S', '18.51175E'
455350,194800 , '34.37612S', '18.51392E'
455550,194800 , '34.37612S', '18.51610E'
455750,194800 , '34.37613S', '18.51827E'
455950,194800 , '34.37614S', '18.52044E'
456150,194800 , '34.37615S', '18.52262E'
456350,194800 , '34.37616S', '18.52479E'
456550,194800 , '34.37617S', '18.52697E'
456750,194800 , '34.37618S', '18.52914E'
456950,194800 , '34.37618S', '18.53132E'
457150,194800 , '34.37619S', '18.53349E'
457350,194800 , '34.37620S', '18.53566E'
457550,194800 , '34.37621S', '18.53784E'
457750,194800 , '34.37622S', '18.54001E'
457950,194800 , '34.37623S', '18.54219E'
458150,194800 , '34.37623S', '18.54436E'
458350,194800 , '34.37624S', '18.54654E'
458550,194800 , '34.37625S', '18.54871E'
458750,194800 , '34.37626S', '18.55089E'
458950,194800 , '34.37627S', '18.55306E'
459150,194800 , '34.37627S', '18.55523E'
459350,194800 , '34.37628S', '18.55741E'
459550,194800 , '34.37629S', '18.55958E'
459750,194800 , '34.37630S', '18.56176E'
459950,194800 , '34.37630S', '18.56393E'
460150,194800 , '34.37631S', '18.56611E'
460350,194800 , '34.37632S', '18.56828E'
460550,194800 , '34.37633S', '18.57046E'
460750,194800 , '34.37634S', '18.57263E'
460950,194800 , '34.37634S', '18.57480E'
461150,194800 , '34.37635S', '18.57698E'
461350,194800 , '34.37636S', '18.57915E'
461550,194800 , '34.37637S', '18.58133E'
461750,194800 , '34.37637S', '18.58350E'
461950,194800 , '34.37638S', '18.58568E'
462150,194800 , '34.37639S', '18.58785E'
462350,194800 , '34.37639S', '18.59003E'
462550,194800 , '34.37640S', '18.59220E'
462750,194800 , '34.37641S', '18.59437E'
462950,194800 , '34.37642S', '18.59655E'
463150,194800 , '34.37642S', '18.59872E'
463350,194800 , '34.37643S', '18.60090E'
463550,194800 , '34.37644S', '18.60307E'
463750,194800 , '34.37645S', '18.60525E'
463950,194800 , '34.37645S', '18.60742E'
464150,194800 , '34.37646S', '18.60960E'
464350,194800 , '34.37647S', '18.61177E'
464550,194800 , '34.37647S', '18.61394E'
464750,194800 , '34.37648S', '18.61612E'
464950,194800 , '34.37649S', '18.61829E'
465150,194800 , '34.37649S', '18.62047E'
465350,194800 , '34.37650S', '18.62264E'
465550,194800 , '34.37651S', '18.62482E'
465750,194800 , '34.37651S', '18.62699E'
465950,194800 , '34.37652S', '18.62917E'
466150,194800 , '34.37653S', '18.63134E'
466350,194800 , '34.37653S', '18.63351E'
466550,194800 , '34.37654S', '18.63569E'
466750,194800 , '34.37655S', '18.63786E'
466950,194800 , '34.37655S', '18.64004E'
467150,194800 , '34.37656S', '18.64221E'
467350,194800 , '34.37657S', '18.64439E'
467550,194800 , '34.37657S', '18.64656E'
467750,194800 , '34.37658S', '18.64874E'
467950,194800 , '34.37658S', '18.65091E'
468150,194800 , '34.37659S', '18.65308E'
468350,194800 , '34.37660S', '18.65526E'
468550,194800 , '34.37660S', '18.65743E'
468750,194800 , '34.37661S', '18.65961E'
468950,194800 , '34.37661S', '18.66178E'
469150,194800 , '34.37662S', '18.66396E'
469350,194800 , '34.37663S', '18.66613E'
469550,194800 , '34.37663S', '18.66831E'
469750,194800 , '34.37664S', '18.67048E'
469950,194800 , '34.37664S', '18.67265E'
470150,194800 , '34.37665S', '18.67483E'
470350,194800 , '34.37666S', '18.67700E'
470550,194800 , '34.37666S', '18.67918E'
470750,194800 , '34.37667S', '18.68135E'
470950,194800 , '34.37667S', '18.68353E'
471150,194800 , '34.37668S', '18.68570E'
471350,194800 , '34.37668S', '18.68788E'
471550,194800 , '34.37669S', '18.69005E'
471750,194800 , '34.37669S', '18.69222E'
471950,194800 , '34.37670S', '18.69440E'
472150,194800 , '34.37671S', '18.69657E'
472350,194800 , '34.37671S', '18.69875E'
472550,194800 , '34.37672S', '18.70092E'
472750,194800 , '34.37672S', '18.70310E'
472950,194800 , '34.37673S', '18.70527E'
473150,194800 , '34.37673S', '18.70745E'
473350,194800 , '34.37674S', '18.70962E'
473550,194800 , '34.37674S', '18.71179E'
473750,194800 , '34.37675S', '18.71397E'
473950,194800 , '34.37675S', '18.71614E'
474150,194800 , '34.37676S', '18.71832E'
474350,194800 , '34.37676S', '18.72049E'
474550,194800 , '34.37677S', '18.72267E'
474750,194800 , '34.37677S', '18.72484E'
474950,194800 , '34.37678S', '18.72702E'
475150,194800 , '34.37678S', '18.72919E'
475350,194800 , '34.37679S', '18.73136E'
475550,194800 , '34.37679S', '18.73354E'
475750,194800 , '34.37680S', '18.73571E'
475950,194800 , '34.37680S', '18.73789E'
476150,194800 , '34.37681S', '18.74006E'
476350,194800 , '34.37681S', '18.74224E'
476550,194800 , '34.37681S', '18.74441E'
476750,194800 , '34.37682S', '18.74659E'
476950,194800 , '34.37682S', '18.74876E'
477150,194800 , '34.37683S', '18.75094E'
477350,194800 , '34.37683S', '18.75311E'
477550,194800 , '34.37684S', '18.75528E'
477750,194800 , '34.37684S', '18.75746E'
477950,194800 , '34.37685S', '18.75963E'
478150,194800 , '34.37685S', '18.76181E'
478350,194800 , '34.37685S', '18.76398E'
478550,194800 , '34.37686S', '18.76616E'
478750,194800 , '34.37686S', '18.76833E'
478950,194800 , '34.37687S', '18.77051E'
479150,194800 , '34.37687S', '18.77268E'
479350,194800 , '34.37687S', '18.77485E'
479550,194800 , '34.37688S', '18.77703E'
479750,194800 , '34.37688S', '18.77920E'
479950,194800 , '34.37689S', '18.78138E'
480150,194800 , '34.37689S', '18.78355E'
480350,194800 , '34.37689S', '18.78573E'
480550,194800 , '34.37690S', '18.78790E'
480750,194800 , '34.37690S', '18.79008E'
480950,194800 , '34.37691S', '18.79225E'
481150,194800 , '34.37691S', '18.79442E'
481350,194800 , '34.37691S', '18.79660E'
481550,194800 , '34.37692S', '18.79877E'
481750,194800 , '34.37692S', '18.80095E'
481950,194800 , '34.37692S', '18.80312E'
482150,194800 , '34.37693S', '18.80530E'
482350,194800 , '34.37693S', '18.80747E'
482550,194800 , '34.37693S', '18.80965E'
482750,194800 , '34.37694S', '18.81182E'
482950,194800 , '34.37694S', '18.81400E'
483150,194800 , '34.37694S', '18.81617E'
483350,194800 , '34.37695S', '18.81834E'
483550,194800 , '34.37695S', '18.82052E'
483750,194800 , '34.37695S', '18.82269E'
483950,194800 , '34.37696S', '18.82487E'
484150,194800 , '34.37696S', '18.82704E'
484350,194800 , '34.37696S', '18.82922E'
484550,194800 , '34.37697S', '18.83139E'
484750,194800 , '34.37697S', '18.83357E'
484950,194800 , '34.37697S', '18.83574E'
485150,194800 , '34.37697S', '18.83791E'
485350,194800 , '34.37698S', '18.84009E'
485550,194800 , '34.37698S', '18.84226E'
485750,194800 , '34.37698S', '18.84444E'
485950,194800 , '34.37699S', '18.84661E'
486150,194800 , '34.37699S', '18.84879E'
486350,194800 , '34.37699S', '18.85096E'
486550,194800 , '34.37699S', '18.85314E'
486750,194800 , '34.37700S', '18.85531E'
486950,194800 , '34.37700S', '18.85748E'
487150,194800 , '34.37700S', '18.85966E'
487350,194800 , '34.37700S', '18.86183E'
487550,194800 , '34.37701S', '18.86401E'
487750,194800 , '34.37701S', '18.86618E'
487950,194800 , '34.37701S', '18.86836E'
488150,194800 , '34.37701S', '18.87053E'
488350,194800 , '34.37702S', '18.87271E'
488550,194800 , '34.37702S', '18.87488E'
488750,194800 , '34.37702S', '18.87706E'
488950,194800 , '34.37702S', '18.87923E'
489150,194800 , '34.37702S', '18.88140E'
489350,194800 , '34.37703S', '18.88358E'
489550,194800 , '34.37703S', '18.88575E'
489750,194800 , '34.37703S', '18.88793E'
489950,194800 , '34.37703S', '18.89010E'
446150,195000 , '34.37388S', '18.41391E'
446350,195000 , '34.37389S', '18.41609E'
446550,195000 , '34.37390S', '18.41826E'
446750,195000 , '34.37391S', '18.42044E'
446950,195000 , '34.37392S', '18.42261E'
447150,195000 , '34.37393S', '18.42478E'
447350,195000 , '34.37394S', '18.42696E'
447550,195000 , '34.37395S', '18.42913E'
447750,195000 , '34.37396S', '18.43131E'
447950,195000 , '34.37397S', '18.43348E'
448150,195000 , '34.37398S', '18.43566E'
448350,195000 , '34.37399S', '18.43783E'
448550,195000 , '34.37400S', '18.44000E'
448750,195000 , '34.37401S', '18.44218E'
448950,195000 , '34.37402S', '18.44435E'
449150,195000 , '34.37403S', '18.44653E'
449350,195000 , '34.37404S', '18.44870E'
449550,195000 , '34.37405S', '18.45088E'
449750,195000 , '34.37406S', '18.45305E'
449950,195000 , '34.37407S', '18.45522E'
450150,195000 , '34.37408S', '18.45740E'
450350,195000 , '34.37409S', '18.45957E'
450550,195000 , '34.37410S', '18.46175E'
450750,195000 , '34.37410S', '18.46392E'
450950,195000 , '34.37411S', '18.46610E'
451150,195000 , '34.37412S', '18.46827E'
451350,195000 , '34.37413S', '18.47044E'
451550,195000 , '34.37414S', '18.47262E'
451750,195000 , '34.37415S', '18.47479E'
451950,195000 , '34.37416S', '18.47697E'
452150,195000 , '34.37417S', '18.47914E'
452350,195000 , '34.37418S', '18.48132E'
452550,195000 , '34.37419S', '18.48349E'
452750,195000 , '34.37420S', '18.48566E'
452950,195000 , '34.37421S', '18.48784E'
453150,195000 , '34.37422S', '18.49001E'
453350,195000 , '34.37423S', '18.49219E'
453550,195000 , '34.37423S', '18.49436E'
453750,195000 , '34.37424S', '18.49654E'
453950,195000 , '34.37425S', '18.49871E'
454150,195000 , '34.37426S', '18.50089E'
454350,195000 , '34.37427S', '18.50306E'
454550,195000 , '34.37428S', '18.50523E'
454750,195000 , '34.37429S', '18.50741E'
454950,195000 , '34.37430S', '18.50958E'
455150,195000 , '34.37430S', '18.51176E'
455350,195000 , '34.37431S', '18.51393E'
455550,195000 , '34.37432S', '18.51611E'
455750,195000 , '34.37433S', '18.51828E'
455950,195000 , '34.37434S', '18.52045E'
456150,195000 , '34.37435S', '18.52263E'
456350,195000 , '34.37436S', '18.52480E'
456550,195000 , '34.37436S', '18.52698E'
456750,195000 , '34.37437S', '18.52915E'
456950,195000 , '34.37438S', '18.53133E'
457150,195000 , '34.37439S', '18.53350E'
457350,195000 , '34.37440S', '18.53567E'
457550,195000 , '34.37441S', '18.53785E'
457750,195000 , '34.37441S', '18.54002E'
457950,195000 , '34.37442S', '18.54220E'
458150,195000 , '34.37443S', '18.54437E'
458350,195000 , '34.37444S', '18.54655E'
458550,195000 , '34.37445S', '18.54872E'
458750,195000 , '34.37445S', '18.55090E'
458950,195000 , '34.37446S', '18.55307E'
459150,195000 , '34.37447S', '18.55524E'
459350,195000 , '34.37448S', '18.55742E'
459550,195000 , '34.37449S', '18.55959E'
459750,195000 , '34.37449S', '18.56177E'
459950,195000 , '34.37450S', '18.56394E'
460150,195000 , '34.37451S', '18.56612E'
460350,195000 , '34.37452S', '18.56829E'
460550,195000 , '34.37452S', '18.57046E'
460750,195000 , '34.37453S', '18.57264E'
460950,195000 , '34.37454S', '18.57481E'
461150,195000 , '34.37455S', '18.57699E'
461350,195000 , '34.37456S', '18.57916E'
461550,195000 , '34.37456S', '18.58134E'
461750,195000 , '34.37457S', '18.58351E'
461950,195000 , '34.37458S', '18.58569E'
462150,195000 , '34.37458S', '18.58786E'
462350,195000 , '34.37459S', '18.59003E'
462550,195000 , '34.37460S', '18.59221E'
462750,195000 , '34.37461S', '18.59438E'
462950,195000 , '34.37461S', '18.59656E'
463150,195000 , '34.37462S', '18.59873E'
463350,195000 , '34.37463S', '18.60091E'
463550,195000 , '34.37464S', '18.60308E'
463750,195000 , '34.37464S', '18.60525E'
463950,195000 , '34.37465S', '18.60743E'
464150,195000 , '34.37466S', '18.60960E'
464350,195000 , '34.37466S', '18.61178E'
464550,195000 , '34.37467S', '18.61395E'
464750,195000 , '34.37468S', '18.61613E'
464950,195000 , '34.37468S', '18.61830E'
465150,195000 , '34.37469S', '18.62048E'
465350,195000 , '34.37470S', '18.62265E'
465550,195000 , '34.37470S', '18.62482E'
465750,195000 , '34.37471S', '18.62700E'
465950,195000 , '34.37472S', '18.62917E'
466150,195000 , '34.37472S', '18.63135E'
466350,195000 , '34.37473S', '18.63352E'
466550,195000 , '34.37474S', '18.63570E'
466750,195000 , '34.37474S', '18.63787E'
466950,195000 , '34.37475S', '18.64005E'
467150,195000 , '34.37476S', '18.64222E'
467350,195000 , '34.37476S', '18.64439E'
467550,195000 , '34.37477S', '18.64657E'
467750,195000 , '34.37477S', '18.64874E'
467950,195000 , '34.37478S', '18.65092E'
468150,195000 , '34.37479S', '18.65309E'
468350,195000 , '34.37479S', '18.65527E'
468550,195000 , '34.37480S', '18.65744E'
468750,195000 , '34.37481S', '18.65961E'
468950,195000 , '34.37481S', '18.66179E'
469150,195000 , '34.37482S', '18.66396E'
469350,195000 , '34.37482S', '18.66614E'
469550,195000 , '34.37483S', '18.66831E'
469750,195000 , '34.37484S', '18.67049E'
469950,195000 , '34.37484S', '18.67266E'
470150,195000 , '34.37485S', '18.67484E'
470350,195000 , '34.37485S', '18.67701E'
470550,195000 , '34.37486S', '18.67918E'
470750,195000 , '34.37486S', '18.68136E'
470950,195000 , '34.37487S', '18.68353E'
471150,195000 , '34.37488S', '18.68571E'
471350,195000 , '34.37488S', '18.68788E'
471550,195000 , '34.37489S', '18.69006E'
471750,195000 , '34.37489S', '18.69223E'
471950,195000 , '34.37490S', '18.69441E'
472150,195000 , '34.37490S', '18.69658E'
472350,195000 , '34.37491S', '18.69875E'
472550,195000 , '34.37491S', '18.70093E'
472750,195000 , '34.37492S', '18.70310E'
472950,195000 , '34.37492S', '18.70528E'
473150,195000 , '34.37493S', '18.70745E'
473350,195000 , '34.37493S', '18.70963E'
473550,195000 , '34.37494S', '18.71180E'
473750,195000 , '34.37494S', '18.71398E'
473950,195000 , '34.37495S', '18.71615E'
474150,195000 , '34.37495S', '18.71832E'
474350,195000 , '34.37496S', '18.72050E'
474550,195000 , '34.37496S', '18.72267E'
474750,195000 , '34.37497S', '18.72485E'
474950,195000 , '34.37497S', '18.72702E'
475150,195000 , '34.37498S', '18.72920E'
475350,195000 , '34.37498S', '18.73137E'
475550,195000 , '34.37499S', '18.73355E'
475750,195000 , '34.37499S', '18.73572E'
475950,195000 , '34.37500S', '18.73789E'
476150,195000 , '34.37500S', '18.74007E'
476350,195000 , '34.37501S', '18.74224E'
476550,195000 , '34.37501S', '18.74442E'
476750,195000 , '34.37502S', '18.74659E'
476950,195000 , '34.37502S', '18.74877E'
477150,195000 , '34.37503S', '18.75094E'
477350,195000 , '34.37503S', '18.75311E'
477550,195000 , '34.37503S', '18.75529E'
477750,195000 , '34.37504S', '18.75746E'
477950,195000 , '34.37504S', '18.75964E'
478150,195000 , '34.37505S', '18.76181E'
478350,195000 , '34.37505S', '18.76399E'
478550,195000 , '34.37506S', '18.76616E'
478750,195000 , '34.37506S', '18.76834E'
478950,195000 , '34.37506S', '18.77051E'
479150,195000 , '34.37507S', '18.77268E'
479350,195000 , '34.37507S', '18.77486E'
479550,195000 , '34.37508S', '18.77703E'
479750,195000 , '34.37508S', '18.77921E'
479950,195000 , '34.37508S', '18.78138E'
480150,195000 , '34.37509S', '18.78356E'
480350,195000 , '34.37509S', '18.78573E'
480550,195000 , '34.37509S', '18.78791E'
480750,195000 , '34.37510S', '18.79008E'
480950,195000 , '34.37510S', '18.79225E'
481150,195000 , '34.37511S', '18.79443E'
481350,195000 , '34.37511S', '18.79660E'
481550,195000 , '34.37511S', '18.79878E'
481750,195000 , '34.37512S', '18.80095E'
481950,195000 , '34.37512S', '18.80313E'
482150,195000 , '34.37512S', '18.80530E'
482350,195000 , '34.37513S', '18.80748E'
482550,195000 , '34.37513S', '18.80965E'
482750,195000 , '34.37513S', '18.81182E'
482950,195000 , '34.37514S', '18.81400E'
483150,195000 , '34.37514S', '18.81617E'
483350,195000 , '34.37514S', '18.81835E'
483550,195000 , '34.37515S', '18.82052E'
483750,195000 , '34.37515S', '18.82270E'
483950,195000 , '34.37515S', '18.82487E'
484150,195000 , '34.37516S', '18.82705E'
484350,195000 , '34.37516S', '18.82922E'
484550,195000 , '34.37516S', '18.83139E'
484750,195000 , '34.37517S', '18.83357E'
484950,195000 , '34.37517S', '18.83574E'
485150,195000 , '34.37517S', '18.83792E'
485350,195000 , '34.37517S', '18.84009E'
485550,195000 , '34.37518S', '18.84227E'
485750,195000 , '34.37518S', '18.84444E'
485950,195000 , '34.37518S', '18.84662E'
486150,195000 , '34.37519S', '18.84879E'
486350,195000 , '34.37519S', '18.85096E'
486550,195000 , '34.37519S', '18.85314E'
486750,195000 , '34.37519S', '18.85531E'
486950,195000 , '34.37520S', '18.85749E'
487150,195000 , '34.37520S', '18.85966E'
487350,195000 , '34.37520S', '18.86184E'
487550,195000 , '34.37520S', '18.86401E'
487750,195000 , '34.37521S', '18.86619E'
487950,195000 , '34.37521S', '18.86836E'
488150,195000 , '34.37521S', '18.87053E'
488350,195000 , '34.37521S', '18.87271E'
488550,195000 , '34.37521S', '18.87488E'
488750,195000 , '34.37522S', '18.87706E'
488950,195000 , '34.37522S', '18.87923E'
489150,195000 , '34.37522S', '18.88141E'
489350,195000 , '34.37522S', '18.88358E'
489550,195000 , '34.37523S', '18.88576E'
489750,195000 , '34.37523S', '18.88793E'
489950,195000 , '34.37523S', '18.89010E'
446150,195200 , '34.37207S', '18.41392E'
446350,195200 , '34.37208S', '18.41610E'
446550,195200 , '34.37209S', '18.41827E'
446750,195200 , '34.37210S', '18.42045E'
446950,195200 , '34.37211S', '18.42262E'
447150,195200 , '34.37212S', '18.42480E'
447350,195200 , '34.37213S', '18.42697E'
447550,195200 , '34.37214S', '18.42914E'
447750,195200 , '34.37215S', '18.43132E'
447950,195200 , '34.37216S', '18.43349E'
448150,195200 , '34.37217S', '18.43567E'
448350,195200 , '34.37218S', '18.43784E'
448550,195200 , '34.37219S', '18.44002E'
448750,195200 , '34.37220S', '18.44219E'
448950,195200 , '34.37221S', '18.44436E'
449150,195200 , '34.37222S', '18.44654E'
449350,195200 , '34.37223S', '18.44871E'
449550,195200 , '34.37224S', '18.45089E'
449750,195200 , '34.37225S', '18.45306E'
449950,195200 , '34.37226S', '18.45524E'
450150,195200 , '34.37227S', '18.45741E'
450350,195200 , '34.37228S', '18.45958E'
450550,195200 , '34.37229S', '18.46176E'
450750,195200 , '34.37230S', '18.46393E'
450950,195200 , '34.37231S', '18.46611E'
451150,195200 , '34.37232S', '18.46828E'
451350,195200 , '34.37233S', '18.47046E'
451550,195200 , '34.37234S', '18.47263E'
